date,close,volume,open,high,low
2015/12/22,229.95,1958836,234.99,236.55,229.63
2015/12/23,229.7,1551031,232.18,233.45,228.13
2015/12/24,230.57,710277,230.56,231.88,228.28
2015/12/28,228.95,1900171,231.49,231.98,225.54
2015/12/29,237.19,2402438,230.06,237.72,229.547
2015/12/30,238.09,3694448,236.6,243.634,235.6707
2015/12/31,240.01,2713817,238.51,243.45,238.37
2016/01/04,223.41,6823510,230.72,231.38,219
2016/01/05,223.43,3185525,226.36,226.89,220
2016/01/06,219.04,3774353,220,220.05,215.98
2016/01/07,215.65,3550704,214.19,218.44,213.67
2016/01/08,211,3572360,217.86,220.44,210.77
2016/01/11,207.85,4090843,214.01,214.45,203
2016/01/12,209.97,3079051,211.6,213.7395,205.31
2016/01/13,200.31,4120993,212.01,212.65,200
2016/01/14,206.18,6490579,202.21,210,193.38
2016/01/15,204.99,5325773,198.97,205.07,197.25
2016/01/19,204.72,4031271,208.71,210.47,200.78
2016/01/20,198.7,5826110,199.4,201.28,191.25
2016/01/21,199.97,3164424,201.55,203.23,195.02
2016/01/22,202.55,3122066,204.801,205.5,199.03
2016/01/25,196.38,2695408,200.06,203.57,195.88
2016/01/26,193.56,4956918,196.7,197.82,188.88
2016/01/27,188.07,3577353,192.38,193.26,185.77
2016/01/28,189.7,4586328,190.79,191.28,182.41
2016/01/29,191.2,2848929,189.95,193.74,188.08
2016/02/01,196.94,5295685,188.76,199.52,182.75
2016/02/02,182.78,5764817,192.42,193.12,180.23
2016/02/03,173.48,7927640,183.59,183.94,170.18
2016/02/04,175.33,4379442,170.7,175.98,166.99
2016/02/05,162.6,9434495,171.3,173,157.7442
2016/02/08,147.99,9306754,157.105,157.15,146
2016/02/09,148.25,8639661,142.32,159.79,141.05
2016/02/10,143.67,10104690,150.5,154.97,141.74
2016/02/11,150.47,14236900,152,163.26,147
2016/02/12,151.04,7233264,155,157.01,143.7
2016/02/16,155.17,5561638,158.7,162.95,154.11
2016/02/17,168.68,5820264,159,169.34,156.68
2016/02/18,166.77,3883107,172.42,172.95,164.77
2016/02/19,166.58,2955832,163.66,167.49,162.5
2016/02/22,177.74,5055340,170.12,178.91,169.85
2016/02/23,177.21,5982993,176.16,181.73,173.68
2016/02/24,179,5385369,172.75,179.5,167.84
2016/02/25,187.43,5727008,178.65,188.5192,175.2
2016/02/26,190.34,6054061,188.7,192,185
2016/02/29,191.93,4495402,192.4,196.35,189.222
2016/03/01,186.35,6695704,194.25,195.9484,182.7
2016/03/02,188.34,4858631,183.73,188.52,181.5
2016/03/03,195.74,4822993,188.28,197.42,184.22
2016/03/04,201.04,6479858,198,204.03,197.5001
2016/03/07,205.29,5331097,197.68,209.7,197.4
2016/03/08,202.6,4175498,203.5,207.5,202.2
2016/03/09,208.72,3207597,204.52,209.3726,202.79
2016/03/10,205.18,5191602,210,213.29,200.671
2016/03/11,207.5,3339148,207.93,209.42,205.33
2016/03/14,215.15,4062304,212.65,216.72,210.64
2016/03/15,218.34,3133230,214.27,218.97,211.5
2016/03/16,221.93,3511873,218,222.58,217.02
2016/03/17,226.38,3769083,221.47,228.5,220
2016/03/18,232.74,4704761,229.1,234.48,228.06
2016/03/21,238.32,5289014,235.34,239.88,235
2016/03/22,234.24,4303052,237.21,238.99,232.558
2016/03/23,222.58,4936203,232.37,234.73,222.03
2016/03/24,227.75,4956604,215.78,228.8877,215
2016/03/28,230.26,3878599,231.61,234.81,225
2016/03/29,230.13,4006037,229.89,232.38,225.33
2016/03/30,226.89,4025670,235.09,235.5,226.5
2016/03/31,229.77,7975638,229.34,237.42,225.01
2016/04/01,237.59,15979910,244.825,247.9,233.25
2016/04/04,246.99,13381160,249.12,252.12,243.64
2016/04/05,255.47,9931470,240.5,256.56,240
2016/04/06,265.42,11695760,253.97,267.74,253.45
2016/04/07,257.2,8845567,266.45,269.34,254.51
2016/04/08,250.07,7352707,260.5,260.82,248.0201
2016/04/11,249.92,9156404,251,258.99,245.3
2016/04/12,247.82,5755351,249.5,251.8,243.63
2016/04/13,254.53,4921554,248.51,255.5,247.33
2016/04/14,251.86,4129258,253,256.839,251.0501
2016/04/15,254.51,3748593,251.31,254.6,249.12
2016/04/18,253.88,4263246,252.23,258.31,251.66
2016/04/19,247.37,6351360,253.12,254.3699,241.251
2016/04/20,249.97,5192343,246.26,253.66,241.5
2016/04/21,248.29,2777079,248.99,250.9,246.91
2016/04/22,253.75,3783126,248.89,254,245.71
2016/04/25,251.82,3665088,253.01,257.38,250.76
2016/04/26,253.74,3217779,252.05,255.73,249.39
2016/04/27,251.47,3198105,252.75,255,249.4
2016/04/28,247.71,2515595,249.85,253.43,247.44
2016/04/29,240.76,5405164,248.14,248.43,237.81
2016/05/02,241.8,3838958,241.5,243.19,234.82
2016/05/03,232.32,4296325,237.36,238.91,231.62
2016/05/04,222.56,8550004,230.29,234.46,220.4
2016/05/05,211.53,11248340,228.46,228.64,209.79
2016/05/06,214.93,5683675,210.87,216.37,208.11
2016/05/09,208.92,4772992,215.72,216.15,206.8
2016/05/10,208.69,4068053,207.55,209.47,205
2016/05/11,208.96,5159640,207.59,215.48,206.05
2016/05/12,207.28,3650075,211.44,211.67,203.6572
2016/05/13,207.61,2820616,207.78,211.2,206.7
2016/05/16,208.29,2945754,208.15,213.15,207.92
2016/05/17,204.66,2842028,209.05,209.8199,204.02
2016/05/18,211.17,5552692,209.15,215.31,207.75
2016/05/19,215.21,6817922,213.62,216.79,207.3
2016/05/20,220.28,8996546,216.99,220.55,216.35
2016/05/23,216.22,5096751,219.87,222.6,215.86
2016/05/24,217.91,3009327,216.6,218.74,215.18
2016/05/25,219.58,3131279,217.91,221.36,216.51
2016/05/26,225.12,4066512,220.5,225.26,219.05
2016/05/27,223.04,3645792,224.99,225.93,220.75
2016/05/31,223.23,2786682,223.04,224.7497,221.5001
2016/06/01,219.56,2982270,221.48,222.4,216.89
2016/06/02,218.96,2017279,219.59,219.909,217.11
2016/06/03,218.99,2226110,220,221.94,218.01
2016/06/06,220.68,2242634,218,220.9,215.45
2016/06/07,232.34,6194154,222.24,234.44,221.52
2016/06/08,235.52,5965110,233.8,240.845,232.605
2016/06/09,229.36,4454222,234.98,235.33,227.06
2016/06/10,218.79,5994548,227.39,227.97,218.4217
2016/06/13,217.87,4187833,219.5,225.77,217.66
2016/06/14,214.96,3575822,218.88,222.2,212.53
2016/06/15,217.7,2905002,216.95,221.9,215.13
2016/06/16,217.93,2438692,217.42,218.04,213.5
2016/06/17,215.47,3107734,217.81,219.99,214.5
2016/06/20,219.7,3549768,219.5,223.75,218.23
2016/06/21,219.61,2855619,220.68,222.569,218.81
2016/06/22,196.66,23706100,199.47,205.95,195.75
2016/06/23,196.4,10098190,195.69,197.55,192.13
2016/06/24,193.15,6988949,190.05,195.12,189.73
2016/06/27,198.55,7211823,190.86,198.81,187.87
2016/06/28,201.79,6158996,201.89,204.05,199.41
2016/06/29,210.19,5987120,205.13,211.78,203
2016/06/30,212.28,4794440,212.97,213.4999,209.02
2016/07/01,216.5,5396030,206.14,218.24,206
2016/07/05,213.98,5169832,209.73,214.5441,208
2016/07/06,214.44,4910285,210,215.23,209
2016/07/07,215.94,3603385,213.1,218.12,213.01
2016/07/08,216.78,4067131,217.8,219.81,214.5
2016/07/11,224.78,5369066,219.96,226.78,219.51
2016/07/12,224.65,4573875,224.1,227.5,223.22
2016/07/13,222.53,3540699,225.5,225.59,220.29
2016/07/14,221.53,2657899,223.12,224.94,221.05
2016/07/15,220.4,2230821,222.52,222.7499,219.64
2016/07/18,226.25,3394588,219.64,227.09,218.3
2016/07/19,225.26,3047535,225,229.1,224.75
2016/07/20,228.36,2556119,226.47,229.8,225
2016/07/21,220.5,4425756,226,227.847,219.1
2016/07/22,222.27,2570462,221.99,224.5,218.88
2016/07/25,230.01,4479483,222.27,231.39,221.3715
2016/07/26,229.51,3427251,227.69,230,225.3
2016/07/27,228.49,2887028,229.34,233.36,226.92
2016/07/28,230.61,2415462,227.95,230.76,226.6
2016/07/29,234.79,3061574,230.7,235.28,230.24
2016/08/01,230.01,4014048,235.5,236.63,229.38
2016/08/02,227.2,3928706,229.37,229.87,221.4
2016/08/03,225.79,3808747,227.37,229.699,224.21
2016/08/04,230.61,4142155,225.69,230.86,222.05
2016/08/05,230.03,3190342,230,232,227.4
2016/08/08,226.16,2259465,228,229.6,226.09
2016/08/09,229.08,2199766,226.82,231.5375,226.65
2016/08/10,225.65,2336496,228.24,229.87,224.62
2016/08/11,224.91,1876959,226.17,227.57,223.41
2016/08/12,225.61,1811850,225.41,226.65,224.04
2016/08/15,225.59,2017964,226.02,229.5,224.93
2016/08/16,223.61,2251115,225.49,227.19,223.4101
2016/08/17,223.24,1786408,224.33,224.83,222.8
2016/08/18,223.51,1699300,223.82,225.66,222.29
2016/08/19,225,1658616,223.54,225.169,222.53
2016/08/22,222.93,2061692,224.17,225.11,222.68
2016/08/23,224.84,4747745,224.32,228.49,222.8
2016/08/24,222.62,2566947,227.05,227.15,222.22
2016/08/25,220.96,1760212,223.11,223.8,220.77
2016/08/26,219.99,2238087,222.14,222.855,218.82
2016/08/29,215.2,3261381,220.15,220.4,215
2016/08/30,211.34,3164222,216.11,216.11,210.52
2016/08/31,212.01,3274854,210.43,212.6,208.65
2016/09/01,200.77,7932444,209.01,211.0999,200.5
2016/09/02,197.78,5970154,202.33,203.2,196.2
2016/09/06,202.83,4386193,199.02,203.25,199
2016/09/07,201.71,3637918,205.5,206.4968,200.71
2016/09/08,197.36,3372293,199.55,199.89,196.36
2016/09/09,194.47,3753734,199.09,199.92,193.7
2016/09/12,198.3,3714049,195,201.369,194.1
2016/09/13,196.05,3583140,197.06,198.49,193.45
2016/09/14,196.41,2256143,195.75,197.9248,194.8562
2016/09/15,200.42,3082942,196.49,202.5193,196.4
2016/09/16,205.4,3104266,200.42,205.7,199
2016/09/19,206.34,2298318,207,209.43,205
2016/09/20,204.64,2408556,206.85,207.75,203.91
2016/09/21,205.22,2631285,206.37,207,201.56
2016/09/22,206.43,2381600,206.4,207.28,203
2016/09/23,207.45,2904125,205.99,210.18,205.67
2016/09/26,208.99,2393373,206.5,211,206.5
2016/09/27,205.81,3367907,209.65,209.9818,204.6093
2016/09/28,206.27,2079324,207.51,208.25,205.26
2016/09/29,200.7,2714040,205.6,207.33,200.58
2016/09/30,204.03,2581730,202.21,204.98,199.55
2016/10/03,213.7,5989342,212.3,215.6688,208.25
2016/10/04,211.41,3537953,213.1,213.32,208.82
2016/10/05,208.46,1872456,212.24,213.15,208.12
2016/10/06,201,4697937,202.46,204.2099,200.21
2016/10/07,196.61,3489480,201,201.32,195.8
2016/10/10,200.95,3311340,201.35,204.14,199.66
2016/10/11,200.1,2326754,201.85,202.2,198.31
2016/10/12,201.51,1969099,200.95,203.88,200.42
2016/10/13,200.24,2495140,200.5,200.895,197.05
2016/10/14,196.51,4265471,200.66,201.43,196.3
2016/10/17,193.96,4518331,197.05,198.39,192
2016/10/18,199.1,5676046,195.99,199.47,193.26
2016/10/19,203.56,6966185,199.74,206.66,198.06
2016/10/20,199.1,5069410,202.12,203,197.05
2016/10/21,200.09,2936908,198.6,201.57,197.41
2016/10/24,202.76,2747344,201,203.9452,200.25
2016/10/25,202.34,2442118,202.9,204.69,201.2
2016/10/26,202.24,5346893,201,203.19,200.1
2016/10/27,204.01,13070990,211.34,213.7,201.65
2016/10/28,199.97,4273456,204,205.32,199.83
2016/10/31,197.73,4691320,202.49,202.49,195.81
2016/11/01,190.79,7023674,198.04,198.5,188.105
2016/11/02,188.02,4242250,190.05,192.6951,187.505
2016/11/03,187.42,2644550,189,191.47,187.0401
2016/11/04,190.56,5143915,189,193.46,185.96
2016/11/07,193.21,3857682,193.59,194.29,190.05
2016/11/08,194.94,3252927,193.79,197.49,191.26
2016/11/09,190.06,8166447,186.875,192,183.95
2016/11/10,185.35,6746290,191.05,191.61,180.42
2016/11/11,188.56,3987091,184.24,188.88,183
2016/11/14,181.45,6547913,188,188.25,178.19
2016/11/15,183.77,3899743,182.78,186.43,182.05
2016/11/16,183.93,3432668,182.65,184.73,181.21
2016/11/17,188.66,4880969,183.49,189.49,182.1101
2016/11/18,185.02,5206473,190.65,193,185
2016/11/21,184.52,4355872,185.04,188.89,184.41
